0,4.113514739229025,0,0
1,649.7369949401166,587,2
2,2914.378342521362,786,3
3,2020.595251480753,310,1
4,3277.4058619868606,786,3
5,1821.6098821378594,293,1
6,2063.422915941833,349,1
7,1506.0303121421077,131,0
8,2357.308691997393,311,1
9,1085.189892090334,131,0
10,2641.722129274003,465,2
11,2557.4065109204207,786,3
12,3612.506988797461,207,1
13,3072.6446086905353,310,1
14,3714.7435479143774,786,3
15,3650.0368416143438,349,1
16,1859.8308215902082,1050,5
17,1390.528205800851,391,1
18,1689.007957388165,392,1
19,2395.6766466018967,392,1
20,4281.836440675481,787,3
21,2425.1923212994234,1582,7
22,3072.2855651460427,1583,7
23,3046.54019843372,1580,7
24,3542.052895810208,116,0
25,6931.441928622004,349,1
26,3431.9375366716004,937,4
27,4880.869947908583,936,4
28,2618.3891322966997,391,1
29,3481.8515010148376,233,1
30,3391.334678480737,786,3
31,5768.900965643992,310,1
32,3179.8367852055226,1582,7
33,1862.111958201069,116,0
34,5172.505888398117,349,1
35,2804.1381109528297,349,1
36,3092.876289175097,391,1
37,2437.84015471455,392,1
38,2845.926165200425,465,2
39,3009.678117699479,786,3
40,4832.015954114072,1051,5
41,5089.575255027537,310,1
42,4277.50659771229,787,3
43,2330.076911590134,116,0
44,1932.9894487068086,1050,5
45,2471.855670446163,391,1
46,2816.4532476016398,392,1
47,3725.766129576939,233,1
48,3719.4541878937325,466,2
49,5097.522219389006,1051,5
50,4513.880096250133,310,1
51,3619.809518315958,787,3
52,3529.473483099766,349,1
53,4131.336930421416,349,1
54,1426.1635662298895,392,1
55,2497.2211986103357,392,1
56,2141.645508665494,311,1
57,3774.8587842201364,786,3
58,3595.392222535111,1580,7
59,4781.756341804314,310,1
60,3928.7628745231873,1580,7
61,3794.3071148811573,116,0
62,6174.253872401372,349,1
63,3666.2297330816805,937,4
64,4321.302267712463,787,3
65,1160.21163501888,1252,6
66,3400.491177892278,465,2
67,2873.9974222316805,1050,5
68,6055.9637358251875,310,1
69,3035.1081396903937,311,1
70,3384.6083453772194,116,0
71,4426.1724186465435,349,1
72,2280.8945318646092,1050,5
73,3072.5230295167994,392,1
74,1679.7944278691116,391,1
75,2219.540911354938,465,2
76,2329.3284578953544,1582,7
77,6322.269974704333,310,1
78,3082.74896870746,522,2
79,2980.6094277098878,116,0
80,2774.790861364534,349,1
81,2054.9066518713375,261,1
82,4008.3916632114046,391,1
83,3224.776913860876,391,1
84,3392.3268148864922,233,1
85,3866.4174054229265,311,1
86,9267.96584874817,310,1
87,3292.5601075983454,466,2
88,2691.28155445299,116,0
89,4369.437449307064,349,1
90,4061.7147475911993,1580,7
91,4590.660384951191,466,2
92,4462.344311319241,310,1
93,5901.451331360604,310,1
94,4524.431327747266,310,1
95,5282.754918864584,310,1
96,4992.8201634263805,1582,7
97,2979.104898254881,349,1
98,4493.599605511262,293,1
99,2933.498184811396,293,1
100,3376.194216507131,936,4
101,3722.157814544415,787,3
102,3580.045329871739,391,1
103,2918.7686559031627,311,1
104,3384.3771931921756,1050,5
105,4031.7357006521884,1582,7
106,1837.7640783381223,116,0
107,3467.7732472843163,348,1
108,3659.6563303738367,349,1
109,1769.1598977032445,393,1
110,2751.121405781458,392,1
111,2261.185746279227,465,2
112,2445.1915131541928,465,2
113,2580.0635502345144,1050,5
114,3197.529946805682,310,1
115,1844.6418375407663,1582,7
116,2834.393256462913,116,0
117,2817.7920713589565,349,1
118,1147.9177280203066,116,0
119,1237.198991531447,392,1
120,2886.8823034812576,392,1
121,1144.8280564557713,391,1
122,716.2420036555926,392,1
123,1484.6676994574009,391,1
124,670.909067075623,261,1
125,331.22716546079846,261,1
126,115.78256570318058,392,1
127,0.2233560090702948,0,0
128,0.0,0,0
129,0.0,0,0
